0,1,2,cl_label
11.093969,10.276549,7.952055,5
3.7655406,4.640132,2.4495788,3
4.7962213,4.733062,2.1060476,3
5.717697,3.6245298,8.461849,4
5.8411508,3.781373,7.7234616,4
4.4358397,3.6111672,7.6132812,4
6.4622784,4.5506363,7.446319,4
5.8849273,5.807604,7.9623404,4
6.876527,8.186243,3.5643382,0
6.131877,9.504397,9.018909,1
6.123817,4.4616227,3.9886868,5
4.439987,6.6983314,1.2995564,3
6.939604,4.8527465,5.208941,4
-4.1321893,-1.1440634,4.0305114,2
6.9188886,4.3468738,4.2292967,5
6.6220093,4.7383347,5.6569176,4
6.559717,3.796806,9.958392,4
3.034404,3.3618913,3.0784419,3
3.596338,3.5958283,1.9941272,3
6.9525967,4.5247145,4.9275084,4
1.2754495,3.0700066,5.3090053,3
0.9714192,10.321033,0.042687654,5
3.3624911,5.924437,1.7386012,3
6.2258434,-2.377877,9.509116,1
2.9268467,3.6241071,2.6715074,3
3.9124236,3.758045,4.5793962,5
4.27103,3.0545373,6.274386,5
3.759462,7.0721455,3.288434,3
-1.6152122,6.4323463,-3.0940943,2
4.0908694,5.796238,4.308917,5
6.769064,7.1300197,5.7194095,4
2.5531952,6.844752,5.399492,5
4.8162346,5.054449,4.4843225,3
6.7412167,9.136352,4.18591,0
6.8464727,-1.1088605,9.312283,1
7.213056,7.944277,5.386977,0
6.8677673,-1.7963575,9.988831,1
5.8846292,3.6636157,6.3678665,4
5.1509485,10.313298,8.986613,1
-4.150279,-1.083138,3.5413947,2
3.0876815,4.962089,6.3582654,4
7.271996,5.5041833,1.7148637,3
8.998778,3.700397,8.329589,3
2.3758826,3.4631553,5.819071,5
3.6363578,3.5254002,1.8952504,3
3.7188733,3.186282,2.928779,5
5.487764,4.0065484,7.063495,4
6.429402,4.927921,7.1805983,4
3.4044914,5.047017,1.6293954,3
2.2916532,3.2547996,7.6584287,4
4.9728923,3.393127,7.8738737,4
6.949681,8.482727,4.121883,0
3.6468356,4.032557,7.375113,4
4.7001796,3.5916796,7.653201,4
4.9023237,4.5514297,3.7370934,5
4.647842,3.7018397,7.663772,4
6.600628,14.360278,3.8690455,4
6.130235,4.8515406,6.3811088,4
1.9169768,4.4998026,-2.5002089,2
2.949675,4.1499653,3.933822,3
7.133551,7.5848265,5.6092453,0
5.398859,10.365244,9.732577,1
5.2585945,10.469099,9.77772,1
3.763607,4.8412433,1.906688,3
7.1827497,6.9858656,5.8515177,4
4.3803096,3.668942,3.4744797,5
7.0248556,8.256433,4.655864,0
5.6614866,3.7584407,7.525204,4
0.8010273,10.18004,-0.103597395,3
9.186671,3.8675504,5.5474267,5
8.600423,1.8514934,7.4265656,4
6.496673,8.537006,3.4790344,0
6.469583,5.469724,3.4522667,5
5.8245993,3.7990959,6.816789,4
4.6987276,5.686448,3.998562,5
5.489585,4.3000603,3.2849894,5
5.7993045,3.48201,2.7641163,5
6.734113,-2.7054658,8.9416275,1
4.283059,4.8833003,6.075554,5
5.049655,4.280389,2.2322073,3
2.913857,4.914386,2.8147047,3
3.0119548,3.5241432,5.4069386,5
4.1135607,6.028644,7.293974,4
4.9655867,5.8019996,1.3474752,3
5.469197,3.8324988,6.5198164,4
-4.0545754,-0.7643693,3.9959402,2
3.861393,2.960293,3.8580658,5
6.6167955,3.848625,10.339384,4
6.878625,-1.2002033,9.37242,1
-1.8190808,6.0473866,-3.3545606,2
2.7709746,4.2236395,4.831318,5
5.6996946,4.040678,2.6041625,5
8.465132,1.8642249,6.6782513,5
4.4072165,4.9082494,1.6991647,3
6.286543,9.343815,8.77899,1
6.0258026,5.307923,7.8070107,4
5.0240054,10.607459,9.816388,1
6.787415,8.030256,3.558215,0
4.705026,5.0151424,4.52019,3
3.0393412,3.622365,6.326835,5
5.185307,4.0300717,6.4085827,4
3.5916314,4.597259,6.072106,4
2.3995228,4.771476,-2.527651,2
7.6451683,2.7821982,11.562327,3
7.6484694,5.341136,1.7799652,5
2.9113677,4.0016303,7.246401,4
8.91796,3.9928908,8.631899,3
3.5763378,6.235719,1.4788378,3
6.040983,9.845114,8.941692,1
4.497672,3.177515,5.062206,5
6.6687617,7.1546454,4.2645097,0
6.882832,4.576867,4.6668363,4
4.3282065,6.063567,3.7872913,3
5.2165728,3.4550436,5.239032,5
4.528637,5.729481,6.0786905,4
3.2789972,4.1463,1.7228907,3
5.515721,5.3404284,7.034683,4
6.7371073,4.7211394,4.9031534,4
1.8724574,7.1920733,0.6124236,5
2.3776283,6.1323757,2.018608,3
4.8965564,4.379777,2.108856,3
5.8575797,5.6733837,5.999449,4
3.5919943,3.7788498,5.245396,5
3.8680646,6.97828,3.2547405,3
8.542308,1.8500593,7.42903,4
6.6296444,4.2528706,4.055818,5
3.99955,6.2616415,3.4379022,3
5.0884604,3.4051378,7.407252,4
9.920493,1.3436996,6.1820374,1
4.9931517,3.6130574,5.768716,5
3.6699364,4.4942217,4.5371556,5
4.2076263,2.9052687,5.5318174,5
6.441181,4.509539,6.98303,4
6.361504,4.8181205,7.0787215,4
7.44673,2.7759552,11.3133745,3
6.601011,5.6810246,4.1122794,5
5.9825916,4.8378687,6.247658,4
-1.5934291,6.402995,-3.2174513,2
4.910279,6.018517,1.2857198,3
-4.204168,-1.0431114,3.4064658,2
6.706023,-2.7798138,9.773721,1
3.8440537,7.147159,3.1818979,3
5.8784657,5.1616287,7.1960506,4
5.9037533,3.6190577,6.3410106,4
4.194597,3.0747538,3.8351219,5
4.36838,2.9462836,5.7781606,5
7.2093897,7.598408,5.6382017,4
2.5862484,4.6075006,3.0831344,3
2.618795,7.590478,6.237073,4
3.0981863,3.8874054,6.580184,5
2.2547722,4.823647,3.8646698,3
8.43917,1.8602625,6.735457,5
3.596504,3.6291459,3.3195431,3
7.1253448,5.556184,1.7437544,3
5.530019,3.7096505,7.5359335,4
5.6391907,-2.6219735,-2.337376,3
2.0058196,4.4042325,-2.3615134,2
6.2536316,8.325903,1.9049225,0
11.359934,10.29725,7.708594,5
7.3299227,-1.7291191,9.868459,1
1.6830161,3.4189105,4.9761515,3
4.451862,5.439963,5.971955,4
3.100086,3.8940344,4.394646,5
6.1783,9.442827,8.944381,1
5.0359116,4.9980946,7.076554,4
6.5089474,8.90112,3.8303714,0
6.880008,4.314956,4.7318397,4
2.599643,3.522368,5.911986,5
6.7333565,14.567895,3.5272362,3
9.227983,3.7064528,8.554638,3
5.6678452,9.414876,8.5122,5
2.9164615,3.4984004,2.241051,3
4.6198997,6.5216937,1.1400058,3
2.7649918,5.1876354,2.0610206,3
3.9099154,3.3989737,6.1508045,5
5.8298044,-2.6348996,-2.452546,4
4.4516764,3.9937706,5.6598163,4
5.4599075,3.5179093,7.7302117,4
6.796741,8.01091,3.5877688,0
4.914273,6.1773295,1.0973432,3
2.5856485,7.217621,5.969003,4
3.811227,3.9898977,7.4940524,4
5.2796016,4.9378877,5.1518517,4
5.0774107,6.291375,2.0081174,3
6.056809,4.3422956,7.6845355,4
4.5096436,6.3014646,6.5633297,4
2.9152744,6.0539484,2.0312912,3
5.6631985,5.150121,7.578855,4
3.2128134,4.2495394,3.7334368,5
4.9506516,3.7978296,5.9010444,5
5.4655447,9.815443,9.26238,1
3.94666,6.6252913,6.135361,4
-4.2018523,-1.0317043,2.9902463,2
10.136367,1.1406552,6.028943,3
8.624258,1.8146687,7.5431633,4
5.0570292,5.038991,7.248525,4
3.14378,2.9786127,2.905365,3
2.2532628,4.71974,-2.555982,2
3.9230142,4.0258503,4.2626305,5
5.818878,4.024373,4.4444804,5
5.2731338,10.4550705,9.766822,1
3.6438608,5.1607337,6.151938,4
5.771944,3.7146153,2.75748,5
6.8173804,4.030598,4.5361595,4
6.8336716,4.3251476,5.014964,4
2.9846904,3.1954803,2.4290864,3
5.98844,3.8051317,3.5999985,5
5.8922653,5.7866383,7.967057,4
5.656041,10.142601,9.02203,1
2.5770018,4.8995275,3.0490074,3
5.384815,4.822697,6.9426613,4
3.1399045,4.4496346,6.1149683,4
3.9636097,4.026053,7.949212,4
2.9300263,3.4237268,2.5512502,3
9.262644,3.784959,8.678975,3
6.036603,3.3805766,3.0393043,5
5.2045836,10.265386,8.995137,1
3.4509304,3.2682703,1.8025228,3
4.650193,3.4238226,3.8906763,5
4.784936,6.2561407,6.706867,4
5.7981505,-2.7321484,-2.288097,4
3.8473525,3.5768354,4.6236362,5
4.6775794,4.2160683,4.6413445,5
4.392768,6.80982,1.1380498,3
6.752575,4.120941,4.4656606,5
3.5933406,5.5425334,2.1544511,3
3.0631256,6.254623,2.9600534,3
3.408148,4.005802,3.8736236,5
9.660963,1.3878613,5.824404,3
1.8484511,6.7077413,0.9691082,5
6.2918262,9.148802,8.514342,1
5.9756618,3.69114,6.9022007,4
7.2442236,8.446683,2.8248193,0
5.7259245,3.47947,8.387169,5
-4.207409,-1.0670489,3.1442497,2
6.779269,-2.9528682,9.137184,1
2.8774037,4.862226,2.8021996,3
4.310169,4.3360023,3.7508726,3
3.2336855,5.573683,1.7068549,3
4.7351074,7.2469926,4.39961,0
2.4852304,3.7128437,6.306557,5
4.6144333,6.550752,6.6043262,4
5.609193,4.197041,6.374761,4
5.9791803,5.2506986,6.1066513,4
2.360139,4.900982,3.1483157,3
3.5788078,5.128843,1.8504069,3
2.5295177,7.7344384,6.231339,4
2.328272,5.968267,3.4715552,3
1.8103331,6.63628,1.3321319,3
3.688075,5.9639397,3.2293587,3
5.203912,4.4555535,2.326108,3
4.384261,5.9883018,7.3651824,4
2.6529565,5.318271,1.8393753,3
6.7591147,14.388846,3.68784,5
5.513126,3.5030758,7.7487707,4
5.0409956,3.4381807,7.305272,4
3.8482609,4.2907934,3.0952382,3
3.4687908,4.7131233,4.3771815,3
4.7559676,7.2624187,4.560195,0
6.933491,8.7016735,4.2430644,0
4.331316,3.1569266,5.2769613,5
5.9299536,5.242497,5.8745174,4
3.1339982,4.9330177,1.9940668,3
5.3319654,3.3028631,6.3153563,5
4.2087574,4.88333,6.9741726,4
2.7991803,4.3037267,4.468039,3
5.668032,6.5273213,2.819979,5
5.4750075,4.2925057,6.378544,4
11.190885,10.138195,7.930994,4
5.5729313,4.614118,3.3224452,5
3.7424283,6.899287,6.907135,4
4.956419,6.235432,1.0762229,3
2.5595908,4.923249,6.342486,5
6.3995404,3.8874276,3.856989,5
2.4196875,4.673705,4.8799825,3
5.2135534,3.3184714,6.585655,5
3.060819,5.0484824,2.1931167,3
4.5160394,5.7115445,5.9960794,5
2.365404,5.188768,3.8440917,5
7.185734,7.7620597,5.6233068,0
4.2583036,4.079764,7.6736526,4
1.0347149,10.360306,0.08680048,5
7.0758333,8.355908,4.4711757,0
6.9209423,8.856609,4.2650633,0
5.5985684,6.4956484,1.8065624,3
3.9737027,6.7251616,3.2462373,3
6.7979727,7.3284926,4.570377,4
11.206467,10.219603,7.8732133,5
6.0278893,4.6474996,4.9109826,4
1.9554086,6.3927107,1.3890855,3
3.30692,3.014668,3.2197452,5
11.828476,10.75632,7.7276406,5
6.85698,6.576289,7.3635025,4
5.14191,3.3608394,5.118215,5
1.6187282,2.9840946,5.956773,5
5.6779623,9.474411,8.575997,1
3.547986,5.732723,7.3460884,4
5.809035,3.649481,7.545888,4
5.3708553,5.268135,4.838276,4
3.9596674,7.080611,1.1638926,3
3.9187963,6.6559176,6.408924,4
4.178782,7.131243,4.5695686,5
5.9188757,9.922462,9.489075,1
-4.124073,-1.1943038,4.1508613,2
3.9450352,6.2151155,5.0199666,5
6.294211,4.6947255,6.758774,4
2.4011912,5.787319,3.1376371,3
4.669525,5.3424387,2.4102988,3
0.97937566,10.306696,0.042374935,5
2.6430047,5.214803,2.0140073,3
4.6048145,6.80152,1.9749656,3
5.7229476,5.092367,7.3167367,4
4.148917,3.9111247,4.82245,5
7.6432652,2.7943034,11.536413,3
5.098353,3.2117684,6.4031367,5
6.28993,8.325057,3.1265275,0
2.7204244,4.662281,3.7295594,3
4.644667,3.099515,6.1199174,5
10.553882,10.128428,8.230869,4
6.240154,-2.425435,9.507535,1
2.6233263,5.1842136,4.912606,3
2.7011445,5.09125,7.1492987,4
7.6867905,2.8076446,11.582048,3
8.779241,3.984588,5.6355534,4
6.8403964,4.2780037,4.2412405,4
5.925734,3.9497306,7.6877475,4
4.440529,2.934937,5.1519027,5
4.9276233,4.510205,2.8746984,3
6.8226867,6.7202187,5.084443,1
5.670219,4.272695,2.8328257,5
2.9340913,6.5214844,7.1047077,4
7.184391,8.923627,4.501832,0
3.9397075,3.8473446,7.377903,4
4.1705103,4.872707,4.5196104,5
7.0617843,3.3769908,10.508943,3
5.407965,5.0621276,4.3693037,3
6.4560847,3.8702333,9.816032,4
5.439648,6.728949,2.2353864,3
6.820328,-2.3219004,9.428578,1
4.2879744,7.2251916,4.6609344,5
6.023782,3.9974327,7.060113,4
3.7213793,3.653937,2.4095893,3
6.253583,-2.06628,7.841536,1
5.701712,5.148628,7.6146574,4
6.4197507,6.775514,3.1204581,5
2.721565,4.0649652,6.3590937,5
4.021005,4.999936,2.489983,3
6.1697326,5.4118605,7.328685,4
1.756452,6.7643642,1.3490114,5
5.8497643,3.438376,3.4634495,5
7.1798453,7.8284826,5.538053,4
4.329893,7.4793353,5.444072,4
1.2743675,3.0685828,5.310308,3
6.0379777,4.5744123,4.7526007,4
2.6327622,6.2748427,2.2699354,3
10.8652525,10.054693,8.086804,4
-4.0247355,-0.8755321,2.8209808,2
9.119172,3.886148,5.410008,3
4.455894,3.8649647,5.474703,5
4.8903303,4.6025367,7.984177,4
4.9434557,3.7800696,4.578341,5
5.8898034,-2.7608447,-2.3078055,4
6.38132,8.761462,3.4698956,0
6.7838397,8.380445,7.9478655,4
5.5873704,6.2559814,1.3249063,3
6.6102505,14.336069,3.9009259,4
-1.7375321,6.1030765,-3.2348487,2
6.876122,-1.3060889,9.333203,1
3.902088,3.2573698,4.2193546,5
3.438273,5.697179,1.737079,3
5.4207196,4.9514008,4.778835,5
6.2338877,3.5259795,3.599973,5
2.9805937,3.4349728,2.8046336,3
3.9095442,5.0168266,4.236068,5
2.3860526,5.459955,3.1298466,3
6.322063,-2.1305318,9.337624,1
6.4434595,5.2516623,7.0080295,4
3.257114,5.778105,1.808391,3
2.752893,4.865461,2.1281438,3
4.629686,6.478532,1.1211754,3
8.603612,3.7887034,5.7591467,4
4.384055,3.485271,7.0680485,4
5.8796854,3.9330559,6.623636,4
5.4664483,4.384439,2.8942997,5
2.9492047,3.1457007,2.844452,3
2.020175,4.5955987,-2.4253163,2
2.5250604,7.689227,6.2278285,4
4.033049,4.025991,4.995691,5
2.7678823,3.6113622,4.607585,5
5.204908,5.6103673,7.4796333,4
4.561829,4.8214417,4.3607903,3
4.4400496,3.9226925,4.0347123,5
7.250678,-1.6675501,9.819889,1
11.142134,11.088768,8.124775,5
5.3680353,4.46473,2.972865,3
7.0246534,4.649789,4.8100467,4
3.0178792,6.007601,2.5133011,3
5.9431973,6.377715,2.0022109,5
6.888406,-1.824291,9.951814,1
1.993811,7.585627,-0.018974094,4
5.7955475,5.5667253,6.552469,4
2.0515933,4.34102,3.8077579,5
6.867786,6.954688,5.094934,1
6.1401978,9.672711,9.217918,1
6.5570135,-2.8173394,9.513686,1
6.1751895,8.815172,3.4013395,0
6.5248685,3.823957,9.965909,4
4.504931,4.838401,2.503703,3
7.0747547,8.984343,4.520442,0
5.4320035,5.3136334,6.0760527,4
7.0239315,7.954002,4.805546,0
2.9773698,4.2638817,6.5999355,4
5.6816354,7.4918895,2.1994848,3
3.1488903,2.980018,3.007481,5
3.9816802,6.8865237,5.808781,4
6.1340785,3.5892243,4.166955,5
4.1956115,2.9661765,5.497349,5
4.877152,6.386856,1.051146,3
6.973033,7.05043,5.337442,4
6.0363317,8.73305,3.7244115,0
6.230575,3.723634,3.5405884,5
3.4622977,3.2442636,1.8396096,3
-4.1749706,-0.4602734,3.7123244,2
7.0374703,6.424643,7.2222443,4
4.35062,4.630752,2.417089,3
3.0518315,4.1044745,7.144254,4
5.8868723,3.7365422,2.8139,5
3.6873002,3.6812062,5.3590603,5
3.0525033,4.98971,3.137582,3
4.7418227,5.6725445,7.385534,4
6.686048,14.445987,3.7037952,3
5.675596,4.6807013,4.9310474,5
7.001071,-1.4855164,9.58384,1
6.6705947,8.836961,3.8186176,0
4.648669,4.3982353,7.6362157,4
6.202737,-2.3506203,9.331692,1
8.581171,3.7585049,5.8104725,4
7.5685177,8.543131,3.532095,0
3.9234006,7.0165043,3.2884245,3
5.033751,3.1144254,5.8125954,5
3.019403,3.3812225,4.0486946,5
6.8845506,4.309518,4.868775,4
6.071098,5.271271,7.378443,4
3.0730267,3.3298078,2.1734142,3
7.0863233,6.603387,6.7404237,4
5.3135815,5.057877,6.4439716,4
4.0530257,6.692496,3.3801713,3
7.3627625,-1.785807,9.944255,1
6.7716894,4.2769127,4.263276,0
5.6114283,4.541711,5.3218365,4
6.985123,4.7703443,5.1772604,4
5.1879425,4.913839,6.0793676,4
2.0448558,4.305754,3.6025383,5
5.223488,3.6397314,7.9078317,4
6.856703,4.416623,4.590151,4
2.7734535,3.9796162,4.2744646,5
5.8184624,4.090156,6.5030046,4
4.7863736,3.4457672,7.4377065,4
2.1314342,6.139168,2.928215,3
3.4075086,-0.8371586,10.477284,1
6.3930526,4.614692,6.853342,4
3.8442023,5.6156754,4.650983,5
2.7637546,3.94344,3.991168,5
3.899212,4.6615934,2.448927,3
5.029961,5.3250933,4.712973,4
7.6431203,5.567916,1.7559121,3
7.0793953,8.460792,4.8300095,0
1.3262653,3.0478032,5.419741,3
4.3028994,4.3166842,4.122327,5
3.3785515,4.754303,7.4489546,4
7.006448,6.1456785,7.7377596,4
11.102215,11.072981,8.094469,5
6.851707,4.4194584,4.585117,4
6.9858503,-1.7122842,8.8656435,1
7.2839103,-1.5917863,9.666498,1
4.068309,3.6492548,4.535832,5
2.5317469,7.05585,5.724999,5
2.1621792,4.6281314,-2.4370186,2
-2.1483135,6.4013367,-2.7500584,2
6.7036386,5.7497277,3.5440035,5
6.5170007,5.397616,3.9177673,5
5.008516,3.57141,6.3746467,4
4.7830043,5.9385133,7.2188764,4
6.31886,3.4695978,3.673827,5
6.166058,3.6163514,3.246739,5
6.909547,-1.2871228,9.348736,1
5.5875254,6.360805,2.476326,5
4.2392883,5.073372,2.6757317,3
4.286837,5.40831,2.134183,3
11.141676,11.030086,8.086814,5
6.9384127,8.598763,4.0749807,0
5.7882833,3.9901834,2.8546283,5
3.8135364,6.011949,3.9349968,5
6.1403055,9.635447,9.057962,1
4.287774,7.479256,5.450622,4
6.398838,8.921934,3.6750572,0
5.5803185,4.825213,4.480482,3
4.5063047,4.0577607,4.9587994,5
4.2144995,6.973721,1.2249295,3
5.6794457,4.471538,5.5099287,4
7.010979,3.4288275,10.400631,4
6.132761,4.5603952,6.4045563,4
4.9981985,10.373531,9.048406,1
4.9683495,4.1528273,6.255058,4
4.9621773,6.3957944,1.2572877,3
3.4456458,4.446266,6.4200373,4
8.605852,1.8240043,7.5540557,4
8.439532,1.8661472,6.6326656,5
2.6972222,4.106998,4.2663865,3
-4.1122007,-1.1249683,4.0606275,2
3.8348615,3.800001,7.331877,4
5.3149834,5.764927,6.3533573,4
5.676914,3.8587296,7.3441644,4
3.5170393,-0.96528256,10.544938,1
4.815481,4.1626854,2.4610922,3
3.3039727,4.611467,6.342368,4
6.275149,3.5747716,3.680451,5
6.731465,5.150794,7.6559415,4
7.860942,5.4693217,1.7226073,4
5.6236854,3.7469804,5.6137476,5
6.1957426,5.066256,6.7449365,4
7.116862,7.131068,5.70126,4
1.0070481,10.319173,0.06791955,5
6.94893,4.44473,4.3995814,4
-3.7068617,-0.650995,3.7431448,2
5.523362,5.666397,5.715888,4
5.5500894,-2.3450882,8.058798,1
8.696332,3.8014517,5.512914,3
6.866705,6.0279217,7.705688,4
5.078706,3.7955458,5.7176194,5
7.0508223,8.745075,4.285202,0
2.5102046,3.97184,6.044414,5
3.9975488,6.0271635,3.8232915,3
5.428202,7.5990763,2.213916,0
6.7053137,4.0139894,4.8907704,4
3.664923,6.5483694,1.9663346,3
5.505157,5.0893364,7.0631657,4
3.3574893,4.7970366,6.6258483,4
3.887104,6.0009704,3.7742648,3
5.772375,3.9033055,7.46684,4
2.5149326,4.0417833,5.908969,5
6.1153846,5.2829647,6.694363,4
5.9290934,5.2332144,5.825738,4
4.5514026,4.105646,6.0811877,4
5.2840824,7.043527,1.4054625,3
5.3520494,6.572438,5.7672677,4
4.146735,3.8393028,1.8398987,3
8.123564,2.3419082,6.785973,4
7.6324253,8.7052965,3.8791723,0
6.7817984,-1.7318461,9.942651,1
4.2894387,6.8651805,1.7012522,3
5.5213914,5.6823773,5.5435586,3
5.8998985,3.7765443,6.089066,4
5.7746863,5.5501328,6.483038,4
5.619405,4.1874666,6.524189,4
6.759101,5.760879,3.7362106,5
5.118756,6.6375113,2.6015782,5
6.59998,14.360423,3.8696837,4
3.2762609,2.9002535,4.1483946,5
3.2489963,5.7443385,2.1900995,3
3.5465407,5.3777127,2.0237796,3
3.926782,4.624221,6.7678647,4
3.4949355,-0.88253355,10.503426,3
7.6759744,8.678041,3.7651622,0
4.457187,3.5742626,3.7640772,5
6.550189,7.383379,7.05547,5
8.352723,2.0787115,7.471435,4
2.5198293,3.7173886,6.4293213,5
1.4459671,10.41319,0.33263895,4
4.262121,5.37116,3.1738503,3
5.5707536,10.230479,9.661953,1
7.10156,8.366616,2.5915809,0
4.1897254,10.62413,9.013599,1
5.0944853,3.9097135,7.2544994,4
5.5926995,3.8096304,2.457586,5
2.412892,4.6366124,3.028827,3
8.608608,1.8208174,7.2117796,4
1.9612168,6.946626,1.1936061,5
4.1372356,5.2915254,2.8816862,3
2.0374587,7.220837,0.71300054,4
3.1737711,4.4083967,5.5200043,5
2.7844293,5.485964,1.8910385,3
7.0356464,4.5460434,5.1246715,4
3.7863617,7.0735946,3.3179538,3
2.1111047,7.495273,0.20586553,4
3.9136002,7.441456,5.525408,4
3.1547387,4.8068986,2.084237,3
6.1309395,3.717534,5.554362,5
8.587791,1.8944123,7.0576916,4
6.988166,5.310739,1.8491079,3
6.544973,6.46851,4.0106316,3
5.835322,3.6384544,8.13261,4
4.0349283,7.2091904,1.2120634,3
11.344834,11.44876,7.9662457,3
9.539978,1.4735819,5.9312267,5
6.5482135,5.236336,7.542591,4
2.5812857,3.5593917,2.5380046,3
6.090951,9.579268,9.235573,5
-4.0896773,-0.94973826,2.8296945,2
6.9907236,7.9754887,5.3039265,0
2.479859,3.6073265,5.425265,5
2.9523041,7.101788,6.348063,4
4.5478654,6.955932,1.1743392,3
4.074862,4.7913446,6.6660056,4
4.463014,4.684254,2.6956863,3
5.665836,7.206359,2.317468,3
3.7050421,2.9057808,4.29354,5
-1.8669685,6.062668,-3.2998633,2
6.867738,6.0305047,7.2411566,4
5.927197,3.4195187,3.5662608,5
4.1446676,3.660892,3.6449034,5
3.514988,3.1832597,3.6182623,5
5.6810317,5.2069826,7.987363,4
4.833039,3.723058,3.8822417,5
6.4074445,5.161223,6.819944,4
-4.0694933,-0.9693109,3.1954544,2
2.8609657,4.313973,6.6827435,4
4.2516074,3.6781023,4.3149753,5
3.0423,3.100089,2.6619701,3
4.8873653,6.3686967,1.0912828,3
5.6615787,3.349094,3.548922,5
8.609037,1.8484769,7.2461195,4
4.24737,3.7913625,7.7761216,4
5.7693954,3.7974596,6.5858064,4
11.158441,10.712644,8.027824,5
7.0185905,7.956879,4.609643,0
-3.8570297,-0.74975485,4.180717,2
3.8453274,4.4807673,2.3616962,3
3.8389432,4.0189204,7.559479,4
2.9401395,4.8739986,4.525521,3
5.5796604,5.074603,7.3692107,4
5.7560987,4.758481,4.35957,5
2.8847075,5.3666983,1.9110409,3
8.304265,2.156155,7.4012723,4
5.793303,4.147416,2.9848163,5
4.1467094,6.352434,6.8900166,4
4.968069,6.2296643,1.093959,3
5.4607573,4.693887,5.4401803,4
5.3574433,3.3870263,4.522716,5
5.7270203,3.6884325,7.456195,4
3.1687915,3.2117846,3.3985868,5
8.319284,2.2473786,7.554447,4
5.1185784,3.6451755,7.4103127,4
4.298348,5.484759,7.3169785,4
2.5952406,7.4756207,6.2325397,4
4.454617,4.3847423,7.529014,4
5.0627055,4.5163894,2.1273937,3
7.774245,8.700123,3.9081686,0
2.7085671,4.365168,3.2648487,3
2.108498,4.69768,-2.5888758,2
6.8816376,7.556492,3.6545205,0
7.00852,8.540204,4.7303658,0
7.0379853,7.855759,4.844856,0
4.760236,4.110565,3.1946666,5
6.8648276,4.488986,5.238483,4
2.0837808,5.926934,2.3242552,3
6.1124563,3.7125077,4.1814847,5
6.999827,8.55133,4.1724215,0
3.2162278,2.998614,2.974089,5
5.3674884,5.265988,4.991272,4
-1.9229833,6.0346785,-3.3849533,2
7.22907,2.8356133,10.963951,5
4.8140645,3.9004788,6.370334,4
6.3362956,8.806249,3.4396262,0
8.289445,1.933216,6.8237,5
2.4830785,4.8341413,-2.5891805,2
4.9876633,3.400921,5.307924,5
3.8659496,6.1639266,3.4978836,3
5.205714,5.405243,4.785114,4
3.998705,3.9052162,7.768003,4
7.31888,5.2782016,2.0101068,5
11.229264,11.402939,8.092751,3
6.5781693,8.98722,3.9505992,0
5.031882,4.413662,7.4743867,4
7.0640054,7.4251122,5.6249695,4
5.5932484,6.9497075,5.8110824,4
5.6838217,6.242185,1.6568049,3
5.8693004,6.4661,2.191458,3
3.3593917,3.488899,5.1391397,5
6.282949,4.501677,4.9301553,4
2.7456927,5.9853535,2.133657,3
4.0517087,3.3959146,4.5381145,5
6.7512307,-2.9267492,9.1558075,1
